"","Label","sum_Area","condition","channel"
"70","gli_RNAi_L1_S5L_C3.tif",367.391,"Gli RNAi","HRP"
"71","gli_RNAi_L1_S5R_C1.tif",145.658,"Gli RNAi","Glia"
"72","gli_RNAi_L1_S5R_C3.tif",491.294,"Gli RNAi","HRP"
"73","gli_RNAi_L2_S3L_C1.tif",148.995,"Gli RNAi","Glia"
"74","gli_RNAi_L2_S3L_C3.tif",560.138,"Gli RNAi","HRP"
"75","gli_RNAi_L2_S3R_C1.tif",132.125,"Gli RNAi","Glia"
"76","gli_RNAi_L2_S3R_C3.tif",466.391,"Gli RNAi","HRP"
"77","gli_RNAi_L2_S4L_C1.tif",98.877,"Gli RNAi","Glia"
"78","gli_RNAi_L2_S4L_C3.tif",376.227,"Gli RNAi","HRP"
"79","gli_RNAi_L2_S4R_C1.tif",92.079,"Gli RNAi","Glia"
"80","gli_RNAi_L2_S4R_C3.tif",308.372,"Gli RNAi","HRP"
"81","gli_RNAi_L2_S5L_C1.tif",107.776,"Gli RNAi","Glia"
"82","gli_RNAi_L2_S5L_C3.tif",268.451,"Gli RNAi","HRP"
"83","gli_RNAi_L2_S5R_C1.tif",88.124,"Gli RNAi","Glia"
"84","gli_RNAi_L2_S5R_C3.tif",276.114,"Gli RNAi","HRP"
"85","gli_RNAi_L3_S3L_C1.tif",113.152,"Gli RNAi","Glia"
"86","gli_RNAi_L3_S3L_C3.tif",393.655,"Gli RNAi","HRP"
"87","gli_RNAi_L3_S3R_C1.tif",76.691,"Gli RNAi","Glia"
"88","gli_RNAi_L3_S3R_C3.tif",386.423,"Gli RNAi","HRP"
"89","gli_RNAi_L3_S4L_C1.tif",49.747,"Gli RNAi","Glia"
"90","gli_RNAi_L3_S4L_C3.tif",443.031,"Gli RNAi","HRP"
"91","gli_RNAi_L3_S4R_C1.tif",64.703,"Gli RNAi","Glia"
"92","gli_RNAi_L3_S4R_C3.tif",268.204,"Gli RNAi","HRP"
"93","gli_RNAi_L3_S5L_C1.tif",72.427,"Gli RNAi","Glia"
"94","gli_RNAi_L3_S5L_C3.tif",326.541,"Gli RNAi","HRP"
"95","gli_RNAi_L3_S5R_C1.tif",65.197,"Gli RNAi","Glia"
"96","gli_RNAi_L3_S5R_C3.tif",234.153,"Gli RNAi","HRP"
"97","gli_RNAi_L4_S3L_C1.tif",143.125,"Gli RNAi","Glia"
"98","gli_RNAi_L4_S3L_C3.tif",540.239,"Gli RNAi","HRP"
"99","gli_RNAi_L4_S3R_C1.tif",151.838,"Gli RNAi","Glia"
"100","gli_RNAi_L4_S3R_C3.tif",516.51,"Gli RNAi","HRP"
"101","gli_RNAi_L4_S4L_C1.tif",107.405,"Gli RNAi","Glia"
"102","gli_RNAi_L4_S4L_C3.tif",386.917,"Gli RNAi","HRP"
"103","gli_RNAi_L4_S4R_C1.tif",170.563,"Gli RNAi","Glia"
"104","gli_RNAi_L4_S4R_C3.tif",409.35,"Gli RNAi","HRP"
"105","gli_RNAi_L4_S5L_C1.tif",75.456,"Gli RNAi","Glia"
"106","gli_RNAi_L4_S5L_C3.tif",416.211,"Gli RNAi","HRP"
"107","gli_RNAi_L4_S5R_C1.tif",55.803,"Gli RNAi","Glia"
"108","gli_RNAi_L4_S5R_C3.tif",359.541,"Gli RNAi","HRP"
"109","gli_RNAi_L5_S3L_C1.tif",125.264,"Gli RNAi","Glia"
"110","gli_RNAi_L5_S3L_C3.tif",520.216,"Gli RNAi","HRP"
"111","gli_RNAi_L5_S3R_C1.tif",53.95,"Gli RNAi","Glia"
"112","gli_RNAi_L5_S3R_C3.tif",261.159,"Gli RNAi","HRP"
"113","gli_RNAi_L5_S4L_C1.tif",78.545,"Gli RNAi","Glia"
"114","gli_RNAi_L5_S4L_C3.tif",311.03,"Gli RNAi","HRP"
"115","gli_RNAi_L5_S4R_C1.tif",60.377,"Gli RNAi","Glia"
"116","gli_RNAi_L5_S4R_C3.tif",325.924,"Gli RNAi","HRP"
"117","gli_RNAi_L5_S5L_C1.tif",47.585,"Gli RNAi","Glia"
"118","gli_RNAi_L5_S5L_C3.tif",289.647,"Gli RNAi","HRP"
"119","gli_RNAi_L5_S5R_C1.tif",66.927,"Gli RNAi","Glia"
"120","gli_RNAi_L5_S5R_C3.tif",175.012,"Gli RNAi","HRP"
