"","Label","sum_Area","condition","channel"
"66","nrg_RNAi_30621_L1_S4L_C3.tif",564.155,"Nrg RNAi","HRP"
"67","nrg_RNAi_30621_L1_S4R_C1.tif",38.438,"Nrg RNAi","Glia"
"68","nrg_RNAi_30621_L1_S4R_C3.tif",290.699,"Nrg RNAi","HRP"
"69","nrg_RNAi_30621_L1_S5L_C1.tif",65.939,"Nrg RNAi","Glia"
"70","nrg_RNAi_30621_L1_S5L_C3.tif",673.785,"Nrg RNAi","HRP"
"71","nrg_RNAi_30621_L1_S5R_C1.tif",52.467,"Nrg RNAi","Glia"
"72","nrg_RNAi_30621_L1_S5R_C3.tif",376.783,"Nrg RNAi","HRP"
"73","nrg_RNAi_30621_L2_S3L_C1.tif",96.899,"Nrg RNAi","Glia"
"74","nrg_RNAi_30621_L2_S3L_C3.tif",505.447,"Nrg RNAi","HRP"
"75","nrg_RNAi_30621_L2_S3R_C1.tif",196.333,"Nrg RNAi","Glia"
"76","nrg_RNAi_30621_L2_S3R_C3.tif",617.3,"Nrg RNAi","HRP"
"77","nrg_RNAi_30621_L2_S4L_C1.tif",67.483,"Nrg RNAi","Glia"
"78","nrg_RNAi_30621_L2_S4L_C3.tif",301.081,"Nrg RNAi","HRP"
"79","nrg_RNAi_30621_L2_S5L_C1.tif",55.371,"Nrg RNAi","Glia"
"80","nrg_RNAi_30621_L2_S5L_C3.tif",259.613,"Nrg RNAi","HRP"
"81","nrg_RNAi_30621_L2_S5R_C1.tif",90.781,"Nrg RNAi","Glia"
"82","nrg_RNAi_30621_L2_S5R_C3.tif",224.018,"Nrg RNAi","HRP"
"83","nrg_RNAi_30621_L3_S3L_C1.tif",140.961,"Nrg RNAi","Glia"
"84","nrg_RNAi_30621_L3_S3L_C3.tif",692.571,"Nrg RNAi","HRP"
"85","nrg_RNAi_30621_L3_S3R_C1.tif",131.569,"Nrg RNAi","Glia"
"86","nrg_RNAi_30621_L3_S3R_C3.tif",476.28,"Nrg RNAi","HRP"
"87","nrg_RNAi_30621_L3_S4L_C1.tif",55.433,"Nrg RNAi","Glia"
"88","nrg_RNAi_30621_L3_S4L_C3.tif",486.845,"Nrg RNAi","HRP"
"89","nrg_RNAi_30621_L3_S4R_C1.tif",24.287,"Nrg RNAi","Glia"
"90","nrg_RNAi_30621_L3_S4R_C3.tif",212.401,"Nrg RNAi","HRP"
"91","nrg_RNAi_30621_L3_S5R_C1.tif",139.231,"Nrg RNAi","Glia"
"92","nrg_RNAi_30621_L3_S5R_C3.tif",373.693,"Nrg RNAi","HRP"
"93","nrg_RNAi_30621_L4_S3L_C1.tif",165.187,"Nrg RNAi","Glia"
"94","nrg_RNAi_30621_L4_S3L_C3.tif",579.481,"Nrg RNAi","HRP"
"95","nrg_RNAi_30621_L4_S3R_C1.tif",230.013,"Nrg RNAi","Glia"
"96","nrg_RNAi_30621_L4_S3R_C3.tif",650.487,"Nrg RNAi","HRP"
"97","nrg_RNAi_30621_L4_S4L_C1.tif",39.798,"Nrg RNAi","Glia"
"98","nrg_RNAi_30621_L4_S4L_C3.tif",314.614,"Nrg RNAi","HRP"
"99","nrg_RNAi_30621_L4_S4R_C1.tif",89.484,"Nrg RNAi","Glia"
"100","nrg_RNAi_30621_L4_S4R_C3.tif",394.457,"Nrg RNAi","HRP"
"101","nrg_RNAi_30621_L4_S5L_C1.tif",53.332,"Nrg RNAi","Glia"
"102","nrg_RNAi_30621_L4_S5L_C3.tif",207.704,"Nrg RNAi","HRP"
"103","nrg_RNAi_30621_L4_S5R_C1.tif",91.461,"Nrg RNAi","Glia"
"104","nrg_RNAi_30621_L4_S5R_C3.tif",278.648,"Nrg RNAi","HRP"
"105","nrg_RNAi_30621_L5_S3L_C1.tif",216.664,"Nrg RNAi","Glia"
"106","nrg_RNAi_30621_L5_S3L_C3.tif",449.888,"Nrg RNAi","HRP"
"107","nrg_RNAi_30621_L5_S3R_C1.tif",247.193,"Nrg RNAi","Glia"
"108","nrg_RNAi_30621_L5_S3R_C3.tif",371.468,"Nrg RNAi","HRP"
"109","nrg_RNAi_30621_L5_S4L_C1.tif",65.445,"Nrg RNAi","Glia"
"110","nrg_RNAi_30621_L5_S4L_C3.tif",471.026,"Nrg RNAi","HRP"
"111","nrg_RNAi_30621_L5_S4R_C1.tif",71.376,"Nrg RNAi","Glia"
"112","nrg_RNAi_30621_L5_S4R_C3.tif",299.412,"Nrg RNAi","HRP"
"113","nrg_RNAi_30621_L5_S5L_C1.tif",50.86,"Nrg RNAi","Glia"
"114","nrg_RNAi_30621_L5_S5L_C3.tif",258.192,"Nrg RNAi","HRP"
"115","nrg_RNAi_30621_L5_S5R_C1.tif",76.815,"Nrg RNAi","Glia"
"116","nrg_RNAi_30621_L5_S5R_C3.tif",206.406,"Nrg RNAi","HRP"
