"","Label","sum_Area","condition","channel"
"61","kst_RNAi_30621_L1_S3L_C1.tif",121.372,"kst RNAi","Glia"
"62","kst_RNAi_30621_L1_S3L_C3.tif",423.379,"kst RNAi","HRP"
"63","kst_RNAi_30621_L1_S3R_C1.tif",94.922,"kst RNAi","Glia"
"64","kst_RNAi_30621_L1_S3R_C3.tif",230.941,"kst RNAi","HRP"
"65","kst_RNAi_30621_L1_S4L_C1.tif",75.641,"kst RNAi","Glia"
"66","kst_RNAi_30621_L1_S4L_C3.tif",504.767,"kst RNAi","HRP"
"67","kst_RNAi_30621_L1_S4R_C1.tif",9.208,"kst RNAi","Glia"
"68","kst_RNAi_30621_L1_S4R_C3.tif",350.334,"kst RNAi","HRP"
"69","kst_RNAi_30621_L1_S5L_C1.tif",107.034,"kst RNAi","Glia"
"70","kst_RNAi_30621_L1_S5L_C3.tif",358.8,"kst RNAi","HRP"
"71","kst_RNAi_30621_L1_S5R_C1.tif",70.635,"kst RNAi","Glia"
"72","kst_RNAi_30621_L1_S5R_C3.tif",403.294,"kst RNAi","HRP"
"73","kst_RNAi_30621_L2_S3L_C1.tif",84.355,"kst RNAi","Glia"
"74","kst_RNAi_30621_L2_S3L_C3.tif",528.683,"kst RNAi","HRP"
"75","kst_RNAi_30621_L2_S3R_C1.tif",99.001,"kst RNAi","Glia"
"76","kst_RNAi_30621_L2_S3R_C3.tif",445.564,"kst RNAi","HRP"
"77","kst_RNAi_30621_L2_S4L_C1.tif",78.607,"kst RNAi","Glia"
"78","kst_RNAi_30621_L2_S4L_C3.tif",482.89,"kst RNAi","HRP"
"79","kst_RNAi_30621_L2_S4R_C1.tif",156.72,"kst RNAi","Glia"
"80","kst_RNAi_30621_L2_S4R_C3.tif",507.92,"kst RNAi","HRP"
"81","kst_RNAi_30621_L2_S5L_C1.tif",41.219,"kst RNAi","Glia"
"82","kst_RNAi_30621_L2_S5L_C3.tif",362.447,"kst RNAi","HRP"
"83","kst_RNAi_30621_L2_S5R_C1.tif",40.972,"kst RNAi","Glia"
"84","kst_RNAi_30621_L2_S5R_C3.tif",324.75,"kst RNAi","HRP"
"85","kst_RNAi_30621_L3_S3L_C1.tif",77.124,"kst RNAi","Glia"
"86","kst_RNAi_30621_L3_S3L_C3.tif",527.015,"kst RNAi","HRP"
"87","kst_RNAi_30621_L3_S3R_C1.tif",124.4,"kst RNAi","Glia"
"88","kst_RNAi_30621_L3_S3R_C3.tif",534.803,"kst RNAi","HRP"
"89","kst_RNAi_30621_L3_S4L_C1.tif",7.725,"kst RNAi","Glia"
"90","kst_RNAi_30621_L3_S4L_C3.tif",219.198,"kst RNAi","HRP"
"91","kst_RNAi_30621_L3_S4R_C1.tif",45.298,"kst RNAi","Glia"
"92","kst_RNAi_30621_L3_S4R_C3.tif",314.677,"kst RNAi","HRP"
"93","kst_RNAi_30621_L3_S5L_C1.tif",96.157,"kst RNAi","Glia"
"94","kst_RNAi_30621_L3_S5L_C3.tif",455.02,"kst RNAi","HRP"
"95","kst_RNAi_30621_L3_S5R_C1.tif",35.039,"kst RNAi","Glia"
"96","kst_RNAi_30621_L3_S5R_C3.tif",319.063,"kst RNAi","HRP"
"97","kst_RNAi_30621_L4_S3L_C1.tif",181.811,"kst RNAi","Glia"
"98","kst_RNAi_30621_L4_S3L_C3.tif",785.64,"kst RNAi","HRP"
"99","kst_RNAi_30621_L4_S3R_C1.tif",176.99,"kst RNAi","Glia"
"100","kst_RNAi_30621_L4_S3R_C3.tif",530.105,"kst RNAi","HRP"
"101","kst_RNAi_30621_L4_S4L_C1.tif",116.366,"kst RNAi","Glia"
"102","kst_RNAi_30621_L4_S4L_C3.tif",535.667,"kst RNAi","HRP"
"103","kst_RNAi_30621_L4_S4R_C1.tif",59.264,"kst RNAi","Glia"
"104","kst_RNAi_30621_L4_S4R_C3.tif",542.712,"kst RNAi","HRP"
"105","kst_RNAi_30621_L4_S5L_C1.tif",69.646,"kst RNAi","Glia"
"106","kst_RNAi_30621_L4_S5L_C3.tif",405.272,"kst RNAi","HRP"
"107","kst_RNAi_30621_L4_S5R_C1.tif",60.191,"kst RNAi","Glia"
"108","kst_RNAi_30621_L4_S5R_C3.tif",409.659,"kst RNAi","HRP"
"109","kst_RNAi_30621_L5_S3L_C1.tif",101.287,"kst RNAi","Glia"
"110","kst_RNAi_30621_L5_S3L_C3.tif",407.063,"kst RNAi","HRP"
"111","kst_RNAi_30621_L5_S3R_C1.tif",64.888,"kst RNAi","Glia"
"112","kst_RNAi_30621_L5_S3R_C3.tif",469.049,"kst RNAi","HRP"
"113","kst_RNAi_30621_L5_S4L_C1.tif",102.461,"kst RNAi","Glia"
"114","kst_RNAi_30621_L5_S4L_C3.tif",537.458,"kst RNAi","HRP"
"115","kst_RNAi_30621_L5_S4R_C1.tif",47.337,"kst RNAi","Glia"
"116","kst_RNAi_30621_L5_S4R_C3.tif",281.244,"kst RNAi","HRP"
"117","kst_RNAi_30621_L5_S5L_C1.tif",45.669,"kst RNAi","Glia"
"118","kst_RNAi_30621_L5_S5L_C3.tif",416.21,"kst RNAi","HRP"
"119","kst_RNAi_30621_L5_S5R_C1.tif",53.764,"kst RNAi","Glia"
"120","kst_RNAi_30621_L5_S5R_C3.tif",363.558,"kst RNAi","HRP"
