"","Label","sum_Area","condition","channel"
"71","gs2_RNAi_L1_S5R_C1.tif",130.456,"Gs2 RNAi","Glia"
"72","gs2_RNAi_L1_S5R_C3.tif",328.271,"Gs2 RNAi","HRP"
"73","gs2_RNAi_L2_S3L_C1.tif",391.924,"Gs2 RNAi","Glia"
"74","gs2_RNAi_L2_S3L_C3.tif",852.875,"Gs2 RNAi","HRP"
"75","gs2_RNAi_L2_S3R_C1.tif",174.456,"Gs2 RNAi","Glia"
"76","gs2_RNAi_L2_S3R_C3.tif",495.312,"Gs2 RNAi","HRP"
"77","gs2_RNAi_L2_S4L_C1.tif",158.822,"Gs2 RNAi","Glia"
"78","gs2_RNAi_L2_S4L_C3.tif",526.953,"Gs2 RNAi","HRP"
"79","gs2_RNAi_L2_S4R_C1.tif",147.141,"Gs2 RNAi","Glia"
"80","gs2_RNAi_L2_S4R_C3.tif",500.687,"Gs2 RNAi","HRP"
"81","gs2_RNAi_L2_S5L_C1.tif",137.995,"Gs2 RNAi","Glia"
"82","gs2_RNAi_L2_S5L_C3.tif",449.335,"Gs2 RNAi","HRP"
"83","gs2_RNAi_L2_S5R_C1.tif",82.562,"Gs2 RNAi","Glia"
"84","gs2_RNAi_L2_S5R_C3.tif",320.237,"Gs2 RNAi","HRP"
"85","gs2_RNAi_L3_S3L_C1.tif",97.579,"Gs2 RNAi","Glia"
"86","gs2_RNAi_L3_S3L_C3.tif",519.845,"Gs2 RNAi","HRP"
"87","gs2_RNAi_L3_S3R_C1.tif",115.563,"Gs2 RNAi","Glia"
"88","gs2_RNAi_L3_S3R_C3.tif",523.985,"Gs2 RNAi","HRP"
"89","gs2_RNAi_L3_S4L_C1.tif",92.697,"Gs2 RNAi","Glia"
"90","gs2_RNAi_L3_S4L_C3.tif",305.839,"Gs2 RNAi","HRP"
"91","gs2_RNAi_L3_S4R_C1.tif",127.057,"Gs2 RNAi","Glia"
"92","gs2_RNAi_L3_S4R_C3.tif",629.044,"Gs2 RNAi","HRP"
"93","gs2_RNAi_L3_S5R_C1.tif",112.967,"Gs2 RNAi","Glia"
"94","gs2_RNAi_L3_S5R_C3.tif",433.267,"Gs2 RNAi","HRP"
"95","gs2_RNAi_L4_S3L_C1.tif",161.973,"Gs2 RNAi","Glia"
"96","gs2_RNAi_L4_S3L_C3.tif",590.791,"Gs2 RNAi","HRP"
"97","gs2_RNAi_L4_S3R_C1.tif",100.298,"Gs2 RNAi","Glia"
"98","gs2_RNAi_L4_S3R_C3.tif",486.044,"Gs2 RNAi","HRP"
"99","gs2_RNAi_L4_S4L_C1.tif",101.102,"Gs2 RNAi","Glia"
"100","gs2_RNAi_L4_S4L_C3.tif",516.694,"Gs2 RNAi","HRP"
"101","gs2_RNAi_L4_S4R_C1.tif",104.748,"Gs2 RNAi","Glia"
"102","gs2_RNAi_L4_S4R_C3.tif",564.959,"Gs2 RNAi","HRP"
"103","gs2_RNAi_L4_S5L_C1.tif",169.203,"Gs2 RNAi","Glia"
"104","gs2_RNAi_L4_S5L_C3.tif",573.672,"Gs2 RNAi","HRP"
"105","gs2_RNAi_L4_S5R_C1.tif",107.776,"Gs2 RNAi","Glia"
"106","gs2_RNAi_L4_S5R_C3.tif",326.169,"Gs2 RNAi","HRP"
"107","gs2_RNAi_L5_S3L_C1.tif",201.029,"Gs2 RNAi","Glia"
"108","gs2_RNAi_L5_S3L_C3.tif",601.728,"Gs2 RNAi","HRP"
"109","gs2_RNAi_L5_S3R_C1.tif",180.327,"Gs2 RNAi","Glia"
"110","gs2_RNAi_L5_S3R_C3.tif",597.649,"Gs2 RNAi","HRP"
"111","gs2_RNAi_L5_S4L_C1.tif",155.793,"Gs2 RNAi","Glia"
"112","gs2_RNAi_L5_S4L_C3.tif",551.239,"Gs2 RNAi","HRP"
"113","gs2_RNAi_L5_S4R_C1.tif",115.377,"Gs2 RNAi","Glia"
"114","gs2_RNAi_L5_S4R_C3.tif",439.508,"Gs2 RNAi","HRP"
"115","gs2_RNAi_L5_S5L_C1.tif",122.484,"Gs2 RNAi","Glia"
"116","gs2_RNAi_L5_S5L_C3.tif",433.823,"Gs2 RNAi","HRP"
"117","gs2_RNAi_L5_S5R_C1.tif",129.096,"Gs2 RNAi","Glia"
"118","gs2_RNAi_L5_S5R_C3.tif",400.329,"Gs2 RNAi","HRP"
